vOTU	Length	Length_kbp	GC	phylum
vOTU20292	46747	46.747	32.7	Proteobacteria
vOTU20293	33512	33.512	51.55	Proteobacteria
vOTU20295	38797	38.797	52.13	Proteobacteria
vOTU20298	98339	98.339	31.51	Proteobacteria
vOTU20301	33156	33.156	61.2	Proteobacteria
vOTU20317	45213	45.213	45.15	Proteobacteria
vOTU20318	26684	26.684	55.28	Proteobacteria
vOTU20320	97165	97.165	56.68	Proteobacteria
vOTU20322	68750	68.75	55.33	Proteobacteria
vOTU20323	5372	5.372	44.66	Proteobacteria
vOTU20326	24784	24.784	48.63	Proteobacteria
vOTU20331	72095	72.095	47.98	Proteobacteria
vOTU20341	75121	75.121	55.37	Proteobacteria
vOTU20348	15224	15.224	37.12	Proteobacteria
vOTU20351	67917	67.917	27	Proteobacteria
vOTU20358	22087	22.087	58.77	Proteobacteria
vOTU20360	44529	44.529	35.78	Proteobacteria
vOTU20362	23431	23.431	42.06	Proteobacteria
vOTU20363	68757	68.757	55.9	Proteobacteria
vOTU20367	6130	6.13	41.17	Proteobacteria
vOTU20368	57288	57.288	53.19	Proteobacteria
vOTU20375	47515	47.515	58.73	Proteobacteria
vOTU20378	78911	78.911	45.83	Proteobacteria
vOTU20388	32412	32.412	57.42	Proteobacteria
vOTU20390	39031	39.031	53.86	Proteobacteria
vOTU20395	28135	28.135	53.18	Proteobacteria
vOTU20404	29403	29.403	55.92	Proteobacteria
vOTU20405	61146	61.146	55.85	Proteobacteria
vOTU20408	36411	36.411	37.13	Proteobacteria
vOTU20416	29267	29.267	46.22	Proteobacteria
vOTU20420	23695	23.695	50.62	Proteobacteria
vOTU20422	32885	32.885	40.2	Proteobacteria
vOTU20423	92089	92.089	55.98	Proteobacteria
vOTU20425	52649	52.649	41.51	Proteobacteria
vOTU20431	31726	31.726	39.34	Proteobacteria
vOTU20435	41216	41.216	55.09	Proteobacteria
vOTU20436	83588	83.588	43.14	Proteobacteria
vOTU20438	38947	38.947	38.87	Proteobacteria
vOTU20439	33673	33.673	35.25	Proteobacteria
vOTU20444	31328	31.328	56.36	Proteobacteria
vOTU20445	29321	29.321	36.11	Proteobacteria
vOTU20448	173789	173.789	30.47	Proteobacteria
vOTU20449	28864	28.864	57.56	Proteobacteria
vOTU20457	24020	24.02	58.19	Proteobacteria
vOTU20459	27853	27.853	42.2	Proteobacteria
vOTU20471	58727	58.727	43.26	Proteobacteria
vOTU20488	42734	42.734	51.67	Proteobacteria
vOTU20490	6547	6.547	38.41	Proteobacteria
vOTU20491	36198	36.198	62.74	Proteobacteria
vOTU20492	75089	75.089	43.97	Proteobacteria
vOTU20493	24748	24.748	57.22	Proteobacteria
vOTU20497	67712	67.712	57.28	Proteobacteria
vOTU20501	74165	74.165	47.11	Proteobacteria
vOTU20504	40475	40.475	45.75	Proteobacteria
vOTU20514	31142	31.142	56.29	Proteobacteria
vOTU20525	26894	26.894	54.66	Proteobacteria
vOTU20527	68969	68.969	43.19	Proteobacteria
vOTU20530	91942	91.942	51.95	Proteobacteria
vOTU20544	34940	34.94	46.02	Proteobacteria
vOTU20545	42549	42.549	43.25	Proteobacteria
vOTU20551	23665	23.665	48.54	Proteobacteria
vOTU20554	57642	57.642	61.19	Proteobacteria
vOTU20556	15872	15.872	38.14	Proteobacteria
vOTU20557	18536	18.536	59.86	Proteobacteria
vOTU20565	23696	23.696	39.27	Proteobacteria
vOTU20566	43788	43.788	48.38	Proteobacteria
vOTU20568	58755	58.755	39.77	Proteobacteria
vOTU20569	46404	46.404	51.04	Proteobacteria
vOTU20570	41219	41.219	47.83	Proteobacteria
vOTU20579	52668	52.668	53.23	Proteobacteria
vOTU20580	16321	16.321	56.79	Proteobacteria
vOTU20588	69982	69.982	55.63	Proteobacteria
vOTU20592	81867	81.867	54.04	Proteobacteria
vOTU20593	23634	23.634	45.14	Proteobacteria
vOTU20596	32214	32.214	56.71	Proteobacteria
vOTU20598	43407	43.407	44.83	Proteobacteria
vOTU20600	48012	48.012	63.13	Proteobacteria
vOTU20606	46858	46.858	45.15	Proteobacteria
vOTU20610	38821	38.821	45.97	Proteobacteria
vOTU20616	45919	45.919	45.38	Proteobacteria
vOTU20624	37021	37.021	43.02	Proteobacteria
vOTU20626	23588	23.588	45.23	Proteobacteria
vOTU20627	8875	8.875	54.67	Proteobacteria
vOTU20638	34704	34.704	57.03	Proteobacteria
vOTU20649	42189	42.189	56.21	Proteobacteria
vOTU20651	35782	35.782	56.58	Proteobacteria
vOTU20653	67269	67.269	46.1	Proteobacteria
vOTU20664	42491	42.491	45.78	Proteobacteria
vOTU20666	168171	168.171	42.66	Proteobacteria
vOTU20668	70154	70.154	51.77	Proteobacteria
vOTU20676	44499	44.499	46.95	Proteobacteria
vOTU20680	61398	61.398	47.43	Proteobacteria
vOTU20686	44352	44.352	53.7	Proteobacteria
vOTU20687	15739	15.739	49.31	Proteobacteria
vOTU20691	24442	24.442	51.48	Proteobacteria
vOTU20694	12301	12.301	40.08	Proteobacteria
vOTU20699	70370	70.37	45.01	Proteobacteria
vOTU20700	39327	39.327	46.4	Proteobacteria
vOTU20702	35669	35.669	46.37	Proteobacteria
vOTU20706	30242	30.242	58.24	Proteobacteria
vOTU20709	31179	31.179	40.98	Proteobacteria
vOTU20714	126360	126.36	31.62	Proteobacteria
vOTU20715	61454	61.454	57.61	Proteobacteria
vOTU20722	60308	60.308	57.98	Proteobacteria
vOTU20725	52168	52.168	42.05	Proteobacteria
vOTU20726	58807	58.807	30.91	Proteobacteria
vOTU20731	39693	39.693	53.35	Proteobacteria
vOTU20732	35022	35.022	45.6	Proteobacteria
vOTU20737	46739	46.739	51.64	Proteobacteria
vOTU20738	40619	40.619	54.05	Proteobacteria
vOTU20741	48168	48.168	49.2	Proteobacteria
vOTU20744	5386	5.386	44.71	Proteobacteria
vOTU20749	51947	51.947	42.01	Proteobacteria
vOTU20750	107345	107.345	38.29	Proteobacteria
vOTU20751	41992	41.992	39.54	Proteobacteria
vOTU20758	22071	22.071	36.93	Proteobacteria
vOTU20766	39481	39.481	41.74	Proteobacteria
vOTU20767	41773	41.773	52.35	Proteobacteria
vOTU20768	54266	54.266	53.32	Proteobacteria
vOTU20770	87090	87.09	47.69	Proteobacteria
vOTU20771	39269	39.269	42.79	Proteobacteria
vOTU20773	41706	41.706	52.56	Proteobacteria
vOTU20778	30233	30.233	54.25	Proteobacteria
vOTU20780	33905	33.905	35.24	Proteobacteria
vOTU20783	96144	96.144	32.07	Proteobacteria
vOTU20801	37943	37.943	53.61	Proteobacteria
vOTU20802	5122	5.122	44.26	Proteobacteria
vOTU20804	25256	25.256	50.89	Proteobacteria
vOTU20806	37802	37.802	62.56	Proteobacteria
vOTU20808	44350	44.35	53.7	Proteobacteria
vOTU20816	56093	56.093	42.88	Proteobacteria
vOTU20818	41868	41.868	49.42	Proteobacteria
vOTU20821	30436	30.436	59.35	Proteobacteria
vOTU20827	55006	55.006	40.3	Proteobacteria
vOTU20828	60618	60.618	60.58	Proteobacteria
vOTU20835	23404	23.404	44.92	Proteobacteria
vOTU20841	30689	30.689	58.57	Proteobacteria
vOTU20842	31528	31.528	49.74	Proteobacteria
vOTU20845	66998	66.998	48.45	Proteobacteria
vOTU20846	41475	41.475	55.73	Proteobacteria
vOTU20847	61974	61.974	48.66	Proteobacteria
vOTU20851	29908	29.908	56.77	Proteobacteria
vOTU20853	38361	38.361	53.73	Proteobacteria
vOTU20854	42295	42.295	45.19	Proteobacteria
vOTU20856	38679	38.679	52.29	Proteobacteria
vOTU20860	21604	21.604	46.78	Proteobacteria
vOTU20862	31203	31.203	48.75	Proteobacteria
vOTU20867	15381	15.381	48.75	Proteobacteria
vOTU20871	18095	18.095	50.09	Proteobacteria
vOTU20877	30773	30.773	53.44	Proteobacteria
vOTU20878	45367	45.367	47.45	Proteobacteria
vOTU20885	56488	56.488	59.29	Proteobacteria
vOTU20889	46147	46.147	47.54	Proteobacteria
vOTU20892	40821	40.821	44.53	Proteobacteria
vOTU20895	75849	75.849	54.04	Proteobacteria
vOTU20899	42702	42.702	46.86	Proteobacteria
vOTU20924	28421	28.421	53.69	Proteobacteria
vOTU20926	61090	61.09	39.7	Proteobacteria
vOTU20928	21817	21.817	62.19	Proteobacteria
vOTU20930	70491	70.491	37.29	Proteobacteria
vOTU20933	15185	15.185	38.78	Proteobacteria
vOTU20934	42044	42.044	50.05	Proteobacteria
vOTU20937	21488	21.488	47.86	Proteobacteria
vOTU20938	64941	64.941	49.86	Proteobacteria
vOTU20939	39386	39.386	42.63	Proteobacteria
vOTU20941	62975	62.975	47.44	Proteobacteria
vOTU20942	19649	19.649	37.75	Proteobacteria
vOTU20947	48560	48.56	44.39	Proteobacteria
vOTU20950	29496	29.496	63.25	Proteobacteria
vOTU20955	26894	26.894	54.16	Proteobacteria
vOTU20959	179031	179.031	44.78	Proteobacteria
vOTU20961	48014	48.014	48.79	Proteobacteria
vOTU20962	54506	54.506	36.48	Proteobacteria
vOTU20971	23735	23.735	41.24	Proteobacteria
vOTU20972	74045	74.045	62.23	Proteobacteria
vOTU20974	8825	8.825	51.52	Proteobacteria
vOTU20975	30484	30.484	57.22	Proteobacteria
vOTU20979	45290	45.29	40.76	Proteobacteria
vOTU20982	25250	25.25	56.34	Proteobacteria
vOTU20984	48742	48.742	50.02	Proteobacteria
vOTU20987	35777	35.777	44.22	Proteobacteria
vOTU20988	38913	38.913	41.07	Proteobacteria
vOTU20989	31641	31.641	52.17	Proteobacteria
vOTU20990	44685	44.685	26.85	Proteobacteria
vOTU21004	44393	44.393	36.7	Proteobacteria
vOTU21017	17854	17.854	38.64	Proteobacteria
vOTU21019	41900	41.9	50.31	Proteobacteria
vOTU21025	56240	56.24	53.05	Proteobacteria
vOTU21028	43006	43.006	34.95	Proteobacteria
vOTU21029	29488	29.488	40.16	Proteobacteria
vOTU21033	18439	18.439	26.51	Proteobacteria
vOTU21041	16427	16.427	39.01	Proteobacteria
vOTU21052	99083	99.083	29.17	Proteobacteria
vOTU21056	37903	37.903	50.08	Proteobacteria
vOTU21060	54526	54.526	52.35	Proteobacteria
vOTU21062	24956	24.956	45.11	Proteobacteria
vOTU21064	59593	59.593	59.63	Proteobacteria
vOTU21069	26248	26.248	55.01	Proteobacteria
vOTU21072	44607	44.607	51.52	Proteobacteria
vOTU21079	19578	19.578	44.87	Proteobacteria
vOTU21081	49258	49.258	57.13	Proteobacteria
vOTU21085	41130	41.13	49.08	Proteobacteria
vOTU21087	54236	54.236	27.36	Proteobacteria
vOTU21088	45554	45.554	51.16	Proteobacteria
vOTU21089	49157	49.157	56.83	Proteobacteria
vOTU21094	34911	34.911	40.8	Proteobacteria
vOTU21096	36268	36.268	56.01	Proteobacteria
vOTU21105	27748	27.748	61.14	Proteobacteria
vOTU21109	67203	67.203	37.89	Proteobacteria
vOTU21114	131267	131.267	35.71	Proteobacteria
vOTU21116	29844	29.844	57.38	Proteobacteria
vOTU21118	25060	25.06	29.87	Proteobacteria
vOTU21123	47667	47.667	51.01	Proteobacteria
vOTU21125	42238	42.238	47.37	Proteobacteria
vOTU21129	26827	26.827	52.71	Proteobacteria
vOTU21130	115114	115.114	52.93	Proteobacteria
vOTU21134	53566	53.566	45.96	Proteobacteria
vOTU21145	25447	25.447	44.5	Proteobacteria
vOTU21167	41688	41.688	45.06	Proteobacteria
vOTU21169	33127	33.127	40.1	Proteobacteria
vOTU21172	28452	28.452	53.63	Proteobacteria
vOTU21177	52445	52.445	31.89	Proteobacteria
vOTU21187	16084	16.084	31.96	Proteobacteria
vOTU21192	71543	71.543	46.41	Proteobacteria
vOTU21194	61335	61.335	52.2	Proteobacteria
vOTU21195	37303	37.303	41.1	Proteobacteria
vOTU21200	154613	154.613	31.47	Proteobacteria
vOTU21203	48815	48.815	48.76	Proteobacteria
vOTU21205	26753	26.753	55.15	Proteobacteria
vOTU21206	66584	66.584	48.12	Proteobacteria
vOTU21210	149779	149.779	47.14	Proteobacteria
vOTU21214	67739	67.739	31.96	Proteobacteria
vOTU21216	23503	23.503	38.77	Proteobacteria
vOTU21218	5741	5.741	39.8	Proteobacteria
vOTU21219	66280	66.28	36.49	Proteobacteria
vOTU21223	49760	49.76	52.52	Proteobacteria
vOTU21226	52116	52.116	62	Proteobacteria
vOTU21234	50668	50.668	41.38	Proteobacteria
vOTU21235	47220	47.22	28.93	Proteobacteria
vOTU21236	29547	29.547	56.61	Proteobacteria
vOTU21237	113227	113.227	40.19	Proteobacteria
vOTU21241	95319	95.319	47.81	Proteobacteria
vOTU21247	30246	30.246	31.88	Proteobacteria
vOTU21255	52143	52.143	53.7	Proteobacteria
vOTU21263	19320	19.32	36.33	Proteobacteria
vOTU21267	24025	24.025	48.34	Proteobacteria
vOTU21268	29761	29.761	41.91	Proteobacteria
vOTU21271	30487	30.487	52.69	Proteobacteria
vOTU21273	5954	5.954	44.34	Proteobacteria
vOTU21280	30385	30.385	59.13	Proteobacteria
vOTU21286	33901	33.901	55.6	Proteobacteria
vOTU21287	36411	36.411	43.56	Proteobacteria
vOTU21291	40380	40.38	58.96	Proteobacteria
vOTU21294	72107	72.107	62.17	Proteobacteria
vOTU21296	62031	62.031	52.69	Proteobacteria
vOTU21299	35167	35.167	46.32	Proteobacteria
vOTU21300	163055	163.055	30.36	Proteobacteria
vOTU21301	35250	35.25	53.3	Proteobacteria
vOTU21304	25963	25.963	59.4	Proteobacteria
vOTU21306	121251	121.251	58.09	Proteobacteria
vOTU21311	80790	80.79	55.76	Proteobacteria
vOTU21317	76286	76.286	43.38	Proteobacteria
vOTU21324	30506	30.506	49.21	Proteobacteria
vOTU21330	43491	43.491	54.39	Proteobacteria
vOTU21334	48601	48.601	50.08	Proteobacteria
vOTU21339	52387	52.387	33.52	Proteobacteria
vOTU21343	83125	83.125	40.37	Proteobacteria
vOTU21347	54842	54.842	57.62	Proteobacteria
vOTU21348	82640	82.64	53.66	Proteobacteria
vOTU21355	27641	27.641	31.71	Proteobacteria
vOTU21366	11159	11.159	37.67	Proteobacteria
vOTU21367	46665	46.665	31.72	Proteobacteria
vOTU21373	74543	74.543	50.94	Proteobacteria
vOTU21374	60621	60.621	62.15	Proteobacteria
vOTU21378	44482	44.482	64.62	Proteobacteria
vOTU21380	16492	16.492	36.29	Proteobacteria
vOTU21381	22871	22.871	58.09	Proteobacteria
vOTU21391	32273	32.273	63.48	Proteobacteria
vOTU21392	50892	50.892	35.12	Proteobacteria
vOTU21393	36215	36.215	56.98	Proteobacteria
vOTU21395	34890	34.89	46.36	Proteobacteria
vOTU21402	42210	42.21	44.96	Proteobacteria
vOTU21407	60336	60.336	42.06	Proteobacteria
vOTU21409	32725	32.725	54.07	Proteobacteria
vOTU21410	55107	55.107	50.12	Proteobacteria
vOTU21414	24564	24.564	39.51	Proteobacteria
vOTU21415	19292	19.292	60.43	Proteobacteria
vOTU21423	20171	20.171	53.12	Proteobacteria
vOTU21434	56268	56.268	28.32	Proteobacteria
vOTU21436	33589	33.589	46.37	Proteobacteria
vOTU21441	20489	20.489	60.3	Proteobacteria
vOTU21443	19409	19.409	60.53	Proteobacteria
vOTU21445	29050	29.05	40.96	Proteobacteria
vOTU21450	75614	75.614	37.58	Proteobacteria
vOTU21452	66026	66.026	44.04	Proteobacteria
vOTU21454	38817	38.817	57.19	Proteobacteria
vOTU21455	24786	24.786	35.77	Proteobacteria
vOTU21456	45988	45.988	58.27	Proteobacteria
vOTU21459	16947	16.947	41.35	Proteobacteria
vOTU21468	8460	8.46	48.01	Proteobacteria
vOTU21469	41968	41.968	56.92	Proteobacteria
vOTU21471	33548	33.548	57.22	Proteobacteria
vOTU21489	25506	25.506	43.5	Proteobacteria
vOTU21490	29785	29.785	53.17	Proteobacteria
vOTU21496	45740	45.74	44.34	Proteobacteria
vOTU21500	30635	30.635	53.92	Proteobacteria
vOTU21504	32283	32.283	63.15	Proteobacteria
vOTU21508	24202	24.202	59.69	Proteobacteria
vOTU21511	100373	100.373	49.36	Proteobacteria
vOTU21514	26312	26.312	44.16	Proteobacteria
vOTU21516	61601	61.601	43.57	Proteobacteria
vOTU21520	94959	94.959	28.9	Proteobacteria
vOTU21521	40668	40.668	53.07	Proteobacteria
vOTU21526	58768	58.768	52.26	Proteobacteria
vOTU21527	37518	37.518	49.3	Proteobacteria
vOTU21528	30789	30.789	56.32	Proteobacteria
vOTU21529	131699	131.699	40.32	Proteobacteria
vOTU21532	37385	37.385	58.93	Proteobacteria
vOTU21546	42524	42.524	38.96	Proteobacteria
vOTU21556	22757	22.757	47	Proteobacteria
vOTU21557	46775	46.775	44.91	Proteobacteria
vOTU21559	51979	51.979	53.1	Proteobacteria
vOTU21560	25482	25.482	50.14	Proteobacteria
vOTU21562	40436	40.436	42.65	Proteobacteria
vOTU21565	61382	61.382	56.44	Proteobacteria
vOTU21570	41054	41.054	47.23	Proteobacteria
vOTU21571	31155	31.155	58.52	Proteobacteria
vOTU21575	46791	46.791	63.08	Proteobacteria
vOTU21577	51559	51.559	57.67	Proteobacteria
vOTU21584	11960	11.96	48.78	Proteobacteria
vOTU21587	62082	62.082	41.45	Proteobacteria
vOTU21590	41886	41.886	55.37	Proteobacteria
vOTU21597	45000	45	44.6	Proteobacteria
vOTU21601	41777	41.777	44.19	Proteobacteria
vOTU21605	47784	47.784	51.04	Proteobacteria
vOTU21613	37727	37.727	29.48	Proteobacteria
vOTU21614	45552	45.552	28.26	Proteobacteria
vOTU21615	41898	41.898	52.28	Proteobacteria
vOTU21621	5536	5.536	47.56	Proteobacteria
vOTU21622	35463	35.463	55.83	Proteobacteria
vOTU21629	91189	91.189	43.67	Proteobacteria
vOTU21637	85142	85.142	56.32	Proteobacteria
vOTU21639	43097	43.097	52.15	Proteobacteria
vOTU21642	23762	23.762	54.06	Proteobacteria
vOTU21643	71791	71.791	37.67	Proteobacteria
vOTU21645	42537	42.537	42.85	Proteobacteria
vOTU21647	79981	79.981	58.68	Proteobacteria
vOTU21650	31403	31.403	57.89	Proteobacteria
vOTU21652	24530	24.53	47.74	Proteobacteria
vOTU21658	26599	26.599	60.35	Proteobacteria
vOTU21666	25546	25.546	55.44	Proteobacteria
vOTU21674	32413	32.413	29.33	Proteobacteria
vOTU21677	6240	6.24	40.67	Proteobacteria
vOTU21683	60211	60.211	58.55	Proteobacteria
vOTU21684	33318	33.318	45.65	Proteobacteria
vOTU21685	24594	24.594	60.52	Proteobacteria
vOTU21688	63421	63.421	32.21	Proteobacteria
vOTU21691	40811	40.811	54.78	Proteobacteria
vOTU21692	72512	72.512	49.18	Proteobacteria
vOTU21693	46096	46.096	48.68	Proteobacteria
vOTU21694	21263	21.263	35.97	Proteobacteria
vOTU21700	5021	5.021	41.72	Proteobacteria
vOTU21702	34623	34.623	51.94	Proteobacteria
vOTU21723	36423	36.423	52.37	Proteobacteria
vOTU21724	138666	138.666	33.82	Proteobacteria
vOTU21729	64578	64.578	32.26	Proteobacteria
vOTU21744	74999	74.999	57	Proteobacteria
vOTU21747	38542	38.542	49.49	Proteobacteria
vOTU21749	24546	24.546	51.44	Proteobacteria
vOTU21762	33905	33.905	54.74	Proteobacteria
vOTU21763	74035	74.035	50.04	Proteobacteria
vOTU21764	60614	60.614	39.93	Proteobacteria
vOTU21766	45327	45.327	57.2	Proteobacteria
vOTU21771	56765	56.765	45.09	Proteobacteria
vOTU21774	41153	41.153	53.93	Proteobacteria
vOTU21782	36748	36.748	59.03	Proteobacteria
vOTU21783	180926	180.926	55.71	Proteobacteria
vOTU21799	83545	83.545	37.76	Proteobacteria
vOTU21802	157647	157.647	41.04	Proteobacteria
vOTU21806	20762	20.762	60.69	Proteobacteria
vOTU21809	46942	46.942	57.34	Proteobacteria
vOTU21813	54091	54.091	61.2	Proteobacteria
vOTU21816	24544	24.544	59.43	Proteobacteria
vOTU21817	98793	98.793	45.92	Proteobacteria
vOTU21820	45145	45.145	43.84	Proteobacteria
vOTU21828	52821	52.821	54.21	Proteobacteria
vOTU21830	46342	46.342	63.13	Proteobacteria
vOTU21832	75200	75.2	45.31	Proteobacteria
vOTU21841	5657	5.657	43.84	Proteobacteria
vOTU21843	36850	36.85	39.19	Proteobacteria
vOTU21847	22308	22.308	55.34	Proteobacteria
vOTU21851	91698	91.698	50.82	Proteobacteria
vOTU21853	48726	48.726	55.15	Proteobacteria
vOTU21858	43874	43.874	55.94	Proteobacteria
vOTU21865	52261	52.261	54.48	Proteobacteria
vOTU21866	15443	15.443	37.95	Proteobacteria
vOTU21871	30431	30.431	52.51	Proteobacteria
vOTU21877	66809	66.809	44.68	Proteobacteria
vOTU21878	58175	58.175	61.89	Proteobacteria
vOTU21886	45862	45.862	48.32	Proteobacteria
vOTU21888	46073	46.073	53.99	Proteobacteria
vOTU21892	35079	35.079	46.75	Proteobacteria
vOTU21893	72472	72.472	49.7	Proteobacteria
vOTU21899	5059	5.059	46.39	Proteobacteria
vOTU21911	33860	33.86	40.91	Proteobacteria
vOTU21917	44610	44.61	55.43	Proteobacteria
vOTU21924	50587	50.587	57.52	Proteobacteria
vOTU21928	43041	43.041	51.88	Proteobacteria
vOTU21930	28237	28.237	58.37	Proteobacteria
vOTU21934	31032	31.032	52.53	Proteobacteria
vOTU21937	43906	43.906	42.93	Proteobacteria
vOTU21938	77208	77.208	63.02	Proteobacteria
vOTU21940	73464	73.464	42.08	Proteobacteria
vOTU21942	64712	64.712	30.46	Proteobacteria
vOTU21950	33565	33.565	57.49	Proteobacteria
vOTU21964	48263	48.263	54.28	Proteobacteria
vOTU21966	44621	44.621	44.9	Proteobacteria
vOTU21967	42684	42.684	60.84	Proteobacteria
vOTU21968	46716	46.716	59.55	Proteobacteria
vOTU21969	42595	42.595	59.42	Proteobacteria
vOTU21972	56311	56.311	49.83	Proteobacteria
vOTU21976	59826	59.826	41.73	Proteobacteria
vOTU21980	63832	63.832	52.46	Proteobacteria
vOTU21982	45736	45.736	44.75	Proteobacteria
vOTU21983	74928	74.928	50.71	Proteobacteria
vOTU21986	55258	55.258	40.17	Proteobacteria
vOTU21987	167904	167.904	49.83	Proteobacteria
vOTU21990	67087	67.087	44.88	Proteobacteria
vOTU21994	79915	79.915	39.96	Proteobacteria
vOTU22004	67003	67.003	58.3	Proteobacteria
vOTU22019	78897	78.897	30.62	Proteobacteria
vOTU22025	43276	43.276	46.04	Proteobacteria
vOTU22031	17048	17.048	43.96	Proteobacteria
vOTU22032	18508	18.508	44.74	Proteobacteria
vOTU22033	16739	16.739	41.16	Proteobacteria
vOTU22037	25339	25.339	42.97	Proteobacteria
vOTU22038	102512	102.512	45.08	Proteobacteria
vOTU22042	36422	36.422	55.15	Proteobacteria
vOTU22043	66465	66.465	53.43	Proteobacteria
vOTU22048	44595	44.595	54.27	Proteobacteria
vOTU22049	39108	39.108	61.98	Proteobacteria
vOTU22050	42219	42.219	49.64	Proteobacteria
vOTU22052	20649	20.649	36.08	Proteobacteria
vOTU22057	50906	50.906	46.19	Proteobacteria
vOTU22067	4857	4.857	40.75	Proteobacteria
vOTU22069	6362	6.362	36.99	Proteobacteria
vOTU22074	35874	35.874	60.5	Proteobacteria
vOTU22076	34743	34.743	48.67	Proteobacteria
vOTU22078	28411	28.411	39.76	Proteobacteria
vOTU22080	29862	29.862	62.08	Proteobacteria
vOTU22085	30224	30.224	42.39	Proteobacteria
vOTU22086	56703	56.703	45.76	Proteobacteria
vOTU22102	41033	41.033	32.67	Proteobacteria
vOTU22105	42031	42.031	51.58	Proteobacteria
vOTU22112	39725	39.725	57.07	Proteobacteria
vOTU22116	15100	15.1	37.98	Proteobacteria
vOTU22119	31839	31.839	52.71	Proteobacteria
vOTU22124	32208	32.208	52.04	Proteobacteria
vOTU22126	32106	32.106	60.12	Proteobacteria
vOTU22127	11757	11.757	36.77	Proteobacteria
vOTU22132	5014	5.014	42.96	Proteobacteria
vOTU22135	84286	84.286	37.6	Proteobacteria
vOTU22139	96419	96.419	40.43	Proteobacteria
vOTU22163	30462	30.462	56.51	Proteobacteria
vOTU22164	112051	112.051	53.51	Proteobacteria
vOTU22169	29485	29.485	48.63	Proteobacteria
vOTU22174	51186	51.186	50.96	Proteobacteria
vOTU22179	39386	39.386	53.12	Proteobacteria
vOTU22181	44750	44.75	46.73	Proteobacteria
vOTU22184	44320	44.32	28.41	Proteobacteria
vOTU22187	57864	57.864	57.63	Proteobacteria
vOTU22194	5343	5.343	38.37	Proteobacteria
vOTU22197	41191	41.191	49.62	Proteobacteria
vOTU22204	64985	64.985	47.61	Proteobacteria
vOTU22205	45304	45.304	41.45	Proteobacteria
vOTU22214	44424	44.424	57.31	Proteobacteria
vOTU22217	48052	48.052	46.98	Proteobacteria
vOTU22218	59440	59.44	38.81	Proteobacteria
vOTU22221	24205	24.205	38.29	Proteobacteria
vOTU22222	90540	90.54	56.58	Proteobacteria
vOTU22223	97125	97.125	49.27	Proteobacteria
vOTU22225	27616	27.616	49.34	Proteobacteria
vOTU22226	63226	63.226	47.2	Proteobacteria
vOTU22227	29393	29.393	61.37	Proteobacteria
vOTU22236	55729	55.729	56.24	Proteobacteria
vOTU22240	93416	93.416	56.02	Proteobacteria
vOTU22242	30558	30.558	49.46	Proteobacteria
vOTU22247	26830	26.83	53.53	Proteobacteria
vOTU22252	5032	5.032	41.53	Proteobacteria
vOTU22260	39502	39.502	42.02	Proteobacteria
